X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-76.0264583,44.9074868,321008071,3687,Mental Health and Addiction Organization,Mental Health Services,Royal Ottawa Health Care Group/Services Des Santé Royal Ottawa,,,,179 Elmsley Street North,"Suite: 142; Lanark County Mental Health",Practice Location,Smiths Falls,K7A2H8,2025/04/09 21:30:15+00,2025/04/09 14:33:50+00,2025/04/09 17:54:59+00,2259825
-79.4336674,43.7305354,321007759,3193,Mental Health and Addiction Organization,Mental Health Services,Baycrest Hospital,,,,3560 Bathurst Street,,Administration And Practice Location,Toronto,M6A2E1,2025/04/09 21:36:07+00,2025/04/09 14:33:16+00,2025/04/09 17:54:59+00,2259841
-78.3238561,44.3035211,321017238,9791433,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #995,,,,250 Charlotte Street,,,Peterborough,K9J2V1,2025/04/09 21:37:54+00,2025/04/09 14:50:49+00,2025/04/09 17:54:59+00,2259857
-75.6398976,45.427749,321012370,3141077,Pharmacy,Retail Pharmacy,We Care Pharmasave,,,,1020 St Laurent Boulevard,Unit 4,,Ottawa,K1K4S2,2025/04/09 21:35:12+00,2025/04/09 14:41:44+00,2025/04/09 17:54:59+00,2259873
-76.7211633,45.299286,321014506,6801357,Pharmacy,Retail Pharmacy,Calabogie Pharmacy,,,,1101 Francis Street Po Box 189,,,Calabogie,K0J1H0,2025/04/09 21:37:48+00,2025/04/09 14:45:42+00,2025/04/09 17:54:59+00,2259889
-80.3574221,43.4540913,321017560,1907,Long-Term Care Home,NH for-profit,Cambridge Country Manor,,,,3680 Speedsville Road,,,Cambridge,N3H4R6,2025/04/09 21:33:10+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2259905
-79.4702663,43.6982606,321013705,5633415,Pharmacy,Long Term Care Facility,Harold & Grace Baker Centre,,,,1 Northwestern Avenue,,,Toronto,M6M2J7,2025/04/09 21:29:32+00,2025/04/09 14:44:12+00,2025/04/09 17:54:59+00,2259921
-80.5649563,43.4403515,321009266,499537,Integrated Community Health Services Centre,"Bone Mineral Dxa, Fluoroscopy, General Ultrasound, Mammography, Mobile General Ultrasound, Mobile Vascular Ultrasound, Radiography, Vascular Ultrasound",True North Imaging,,Clearview Diagnostic Imaging Inc.,,430 The Boardwalk,Suite 108,,Waterloo,N2L0C1,2025/04/09 21:35:11+00,2025/04/09 14:35:59+00,2025/04/09 17:54:59+00,2259937
-79.1636683,44.4271318,321012494,3404934,Pharmacy,Long Term Care Facility,Lakeview Manor,,,,133 Main Street West,,,Beaverton,L0K1A0,2025/04/09 21:37:40+00,2025/04/09 14:41:58+00,2025/04/09 17:54:59+00,2259953
-75.3026634,45.5451658,321016837,9532758,Pharmacy,Retail Pharmacy,Rockland Pharmasave,,,,2-2736 Chamberland Street,,,Rockland,K4K0B2,2025/04/09 21:32:50+00,2025/04/09 14:50:04+00,2025/04/09 17:54:59+00,2259969
-80.3337097,43.3391397,321017716,4371,Long-Term Care Home,NH for-profit,Stirling Heights,,,,200 Stirling Macgregor Drive,,,Cambridge,N1S5B7,2025/04/09 21:29:37+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2259985
-79.3911034,43.8436003,321010302,999059,Seniors Active Living Centre,,Carefirst Wellness Centre Richmond Hill,Carefirst Wellness Centre Richmond Hill,,,"420 Highway 7 East, Unit 102",,,Richmond Hill,L4B3K2,2025/04/09 21:31:34+00,2025/04/09 14:37:52+00,2025/04/09 17:54:59+00,2260001
-75.6447547,45.4142369,321012940,4328276,Pharmacy,Retail Pharmacy,Trainyards Pharmacy,,,,"550 Terminal Avenue, Unit B22",,,Ottawa,K1G0Z3,2025/04/09 21:34:50+00,2025/04/09 14:42:48+00,2025/04/09 17:54:59+00,2260017
-80.3149682,43.361328,321008929,4369,Community Support Service,,The Corporation Of The City Of Cambridge,,,,"73 Water Street North, P.O. Box 669",,,Cambridge,N1R5W8,2025/04/09 21:34:46+00,2025/04/09 14:35:23+00,2025/04/09 17:54:59+00,2260033
-80.5972460999999,44.6091113,321017681,7423,Long-Term Care Home,NH for-profit,peopleCare Meaford LTC,,,,199 Thompson St,,,Meaford,N4L0B3,2025/04/09 21:33:10+00,2025/04/09 16:42:22+00,2025/04/09 17:54:59+00,2260049
-79.6309802,43.8400593,321012198,273359,Pharmacy,Long Term Care Facility,Villa Colombo Di Poce Centre,,,,10443 Highway 27,,,Kleinburg,L0J1C0,2025/04/09 21:36:40+00,2025/04/09 14:41:24+00,2025/04/09 17:54:59+00,2260065
-79.6809465,43.4933361,321016029,8745673,Pharmacy,Retail Pharmacy,Joshua Creek Pharmacy,,,,1915 Ironoak Way,Units 1&2,,Oakville,L6H0N1,2025/04/09 21:36:22+00,2025/04/09 14:48:32+00,2025/04/09 17:54:59+00,2260081
-79.3958375,43.6969404,321008018,3638,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,,,,1849 Yonge Street,,Practice Address,Toronto,M4S1Y2,2025/04/09 21:31:47+00,2025/04/09 14:33:44+00,2025/04/09 17:54:59+00,2260097
-79.6366319,43.5645817,321016154,8892111,Pharmacy,Retail Pharmacy,Mediplus Pharmacy 005,,,,777 Dundas Street West,,,Mississauga,L5C4P6,2025/04/09 21:37:31+00,2025/04/09 14:48:47+00,2025/04/09 17:54:59+00,2260113
-79.3126189,43.7970882,321008319,3972,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Med-Health Laboratories Ltd.,,,,"3443 Finch Avenue East, Suite # 402",,Practice Address,Scarborough,M1W2S1,2025/04/09 21:34:23+00,2025/04/09 14:34:17+00,2025/04/09 17:54:59+00,2260129
-75.6981602,44.6029676,321015788,8465350,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #935,,,,27-2399 Parkedale Avenue,,,Brockville,K6V3G9,2025/04/09 21:33:48+00,2025/04/09 14:48:05+00,2025/04/09 17:54:59+00,2260145
-79.3880742,43.1575905,321017748,4511,Long-Term Care Home,NH non-profit,United Mennonite Home,,,,4024 Twenty-Third Street,,,Vineland,L0R2C0,2025/04/09 21:30:34+00,2025/04/09 16:03:51+00,2025/04/09 17:54:59+00,2260161
-79.3612166,43.7714428,321010229,9891410,Integrated Community Health Services Centre,"Bone Mineral Dxa, Nuclear Medicine - In Vivo - General, Nuclear Medicine - In Vivo - Spect",York Nuclear Cardiac Imaging,,York X-Ray Management Limited,,1333 Sheppard Avenue East,Suite 125,,North York,M2J1V1,2025/04/09 21:35:53+00,2025/04/09 14:37:45+00,2025/04/09 17:54:59+00,2260177
-93.7822498,50.9832556,321008752,4242,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Red Lake Margaret Cochenour Memorial Hospital,,,,Highway 105 P.O. Box 5005,,"Billing, Administration, & Practice Address",Red Lake,P0V2M0,2025/04/09 21:38:16+00,2025/04/09 14:35:04+00,2025/04/09 17:54:59+00,2260193
-79.4519851,43.8159293000001,321015782,8461078,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #965,,,,8000 Bathurst Street,,,Thornhill,L4J0B8,2025/04/09 21:37:02+00,2025/04/09 14:48:04+00,2025/04/09 17:54:59+00,2260209
-76.3529693999999,45.4414248,321008280,3909,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Dynacare,,,,346 John Street North,,Practice Address,Arnprior,K7S2P6,2025/04/09 21:31:06+00,2025/04/09 14:34:13+00,2025/04/09 17:54:59+00,2260225
-79.2532811,43.7068489,321017278,9828617,Pharmacy,Long Term Care Facility,Craiglee Nursing Home,,,,102 Craiglee Drive,,,Scarborough,M1N2M7,2025/04/09 21:32:50+00,2025/04/09 14:50:53+00,2025/04/09 17:54:59+00,2260241
-79.4808966,43.1703215,321011156,S0561,Licensed Retirement Home,,The Jacob Senior Living,,,,5082 Alyssa Drive,,,Beamsville,L3J1Y1,2025/04/09 21:33:55+00,2025/04/09 14:39:26+00,2025/04/09 17:54:59+00,2260257
-75.8955638,45.3214158,321010553,999311,Seniors Active Living Centre,,The City Of Ottawa - Kanata Seniors Ctr,The City Of Ottawa - Kanata Seniors Ctr,,,2500 Campeau Drive,,,Ottawa,K2K2W3,2025/04/09 21:33:29+00,2025/04/09 14:38:19+00,2025/04/09 17:54:59+00,2260273
-82.4232916,52.9268659,321009034,4483,Community Support Service,,Attawapiskat Health Services,,,,P.O. Box 248,,,Attawapiskat 91A,P0L1A0,2025/04/09 21:30:14+00,2025/04/09 14:35:35+00,2025/04/09 17:54:59+00,2260289
-79.5048245,43.7052877,321013694,5619912,Pharmacy,Retail Pharmacy,Jane Pharmacy,,,,1750 Jane Street,,,Weston,M9N2T1,2025/04/09 21:35:39+00,2025/04/09 14:44:11+00,2025/04/09 17:54:59+00,2260305
-76.5669297,44.2352919,321012973,4395470,Pharmacy,Retail Pharmacy,Gardiners Pharmasave,,,,9B-500 Gardiners Road,,,Kingston,K7M7W9,2025/04/09 21:38:09+00,2025/04/09 14:42:52+00,2025/04/09 17:54:59+00,2260321
-79.0803016999999,43.8575454,321011875,1847318,Pharmacy,Retail Pharmacy,Superseven Pharmacy,,,,2200 Brock Road,Unit 15,,Pickering,L1X2R2,2025/04/09 21:31:14+00,2025/04/09 14:40:48+00,2025/04/09 17:54:59+00,2260337
-79.4564844,43.655741,321012156,26304,Pharmacy,Retail Pharmacy,Mednow Pharmacy,,,,5-1640 Bloor Street West,,,Toronto,M6P1A7,2025/04/09 21:32:30+00,2025/04/09 14:41:20+00,2025/04/09 17:54:59+00,2260353
-94.0740644,49.3942703,321006278,106,Nursing Station,Site,Sioux Narrows-Nestor Falls Nursing Station,,Township Of Sioux Narrows-Nestor Falls,,10 Fickas Road,,Practice Location,Sioux Narrows,P0X1N0,2025/04/09 21:37:13+00,2025/04/09 14:30:23+00,2025/04/09 17:54:59+00,2260369
-79.3735951,43.6419103,321017027,9657230,Pharmacy,Retail Pharmacy,Harbourfront Medicine Cabinet,,,,102-15 Queens Quay East,,,Toronto,M5E0C5,2025/04/09 21:30:08+00,2025/04/09 14:50:25+00,2025/04/09 17:54:59+00,2260385
-78.9425214,43.9012579,321016590,9311318,Pharmacy,Retail Pharmacy,Philips Pharmacy,,,,103-3050 Garden Street,,,Whitby,L1R2G7,2025/04/09 21:35:23+00,2025/04/09 14:49:36+00,2025/04/09 17:54:59+00,2260401
-76.0182043,44.4058071,321006297,107I,Family Health Team,Satellite,Upper Canada Family Health Team - St. Lawrence District Medical Centre,,,,102 A Prince Street,,107,Lansdowne,K0E1L0,2025/04/09 21:37:53+00,2025/04/09 14:30:26+00,2025/04/09 17:54:59+00,2260417
-79.4785352,43.7286014,321007184,2585972,Integrated Community Health Services Centre,"Bone Mineral Dxa, Radiography, General Ultrasound",Keelson X-Ray & Ultrasound,,Sylvan Brook Holdings Ltd.,,1020 Wilson Avenue,,,North York,M3K1G6,2025/04/09 21:33:13+00,2025/04/09 14:32:13+00,2025/04/09 17:54:59+00,2260433
-79.4708564,43.6521758,321015295,7844112,Pharmacy,Retail Pharmacy,Mortar + Pestle,,,,1997 Bloor Street West,,,Toronto,M6S1M4,2025/04/09 21:30:49+00,2025/04/09 14:47:10+00,2025/04/09 17:54:59+00,2260449
-79.8213837,43.7304973,321014403,6650313,Pharmacy,Retail Pharmacy,Brinkley Pharmacy,,,,3-11670 Hurontario,,,Brampton,L7A1R2,2025/04/09 21:32:28+00,2025/04/09 14:45:30+00,2025/04/09 17:54:59+00,2260465
-74.7320793,45.0331426,321012046,2306695,Pharmacy,Long Term Care Facility,Heartwood,,,,201-11th Street East,,,Cornwall,K6H2Y6,2025/04/09 21:37:17+00,2025/04/09 14:41:07+00,2025/04/09 17:54:59+00,2260481
-79.9550655,43.2650653,321010932,S0025,Licensed Retirement Home,,Bertram Place Retirement Living Centre,,,,21 Hatt Street,,,Dundas,L9H2E9,2025/04/09 21:30:14+00,2025/04/09 14:39:00+00,2025/04/09 17:54:59+00,2260497
-79.3699801,43.8857761,321015505,8124870,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1385,,,,2920 Major Mackenzie Drive East,,,Markham,L6C0G6,2025/04/09 21:32:52+00,2025/04/09 14:47:33+00,2025/04/09 17:54:59+00,2260513
-77.7901074,44.3124784,321008670,4186,Licensed Lab and Specimen Collection Centre,Licensed Hospital Lab Location,Campbellford Memorial Hospital,,,,146 Oliver Road,,"Billing, Administration, & Practice Address",Campbellford,K0L1L0,2025/04/09 21:36:19+00,2025/04/09 14:34:55+00,2025/04/09 17:54:59+00,2260529
-79.2627628,46.2064221,321006827,200A,Family Health Team,Satellite,Powassan And Area Family Health Team - Astorville Clinic,,,,649 Astorville Road,,200,Astorville,P0H1B0,2025/04/09 21:31:58+00,2025/04/09 14:31:33+00,2025/04/09 17:54:59+00,2260545
-75.7029694,44.6178354,321010796,N0377,Licensed Retirement Home,,Bridlewood Manor,,,,1026 Bridlewood Drive,,,Brockville,K6V7J8,2025/04/09 21:37:31+00,2025/04/09 14:38:45+00,2025/04/09 17:54:59+00,2260561
-79.5931408,43.5451929,321011422,T0607,Licensed Retirement Home,,The Shores Of Port Credit,,,,280 Lakeshore Road West,,,Mississauga,L5H0A5,2025/04/09 21:34:38+00,2025/04/09 14:39:56+00,2025/04/09 17:54:59+00,2260577
-79.6707461,43.7659271,321010498,999254,Seniors Active Living Centre,,Riverstone Recreation Centre Senior Program,Riverstone Recreation Centre Senior Program,,,195 Don Minaker Drive,,,Brampton,L6P2V1,2025/04/09 21:36:34+00,2025/04/09 14:38:13+00,2025/04/09 17:54:59+00,2260593
-75.5047419,45.2218158,321017855,3440,Long-Term Care Home,NH non-profit,Osgoode Care Centre,,,,7650 Snake Island Road,,,Metcalfe,K0A2P0,2025/04/09 21:31:50+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2260609
-74.9074039,45.3869954,321013581,54229,Pharmacy,Retail Pharmacy,Pharmacie St Isidore Pharmacy,,,,4512 St Catherine Street,Unit C,,St Isidore,K0C2B0,2025/04/09 21:34:53+00,2025/04/09 14:43:59+00,2025/04/09 17:54:59+00,2260625
-76.9951601,44.4873904,321014545,6856271,Pharmacy,Retail Pharmacy,Pharma Well Drugmart,,,,5 Concession Street North,,,Tamworth,K0K3G0,2025/04/09 21:34:18+00,2025/04/09 14:45:46+00,2025/04/09 17:54:59+00,2260641
-76.127761,45.1443186,321017882,7299,Long-Term Care Home,NH for-profit,Stoneridge Manor,,,,29 Costello Drive,,,Carleton Place,K7C0B4,2025/04/09 21:30:55+00,2025/04/09 16:03:50+00,2025/04/09 17:54:59+00,2260657
-79.4403973,43.649696,321014402,6647239,Pharmacy,Retail Pharmacy,Drug Store Pharmacy #4222,,,,222 Lansdowne Avenue,,,Toronto,M6K3C6,2025/04/09 21:36:44+00,2025/04/09 14:45:30+00,2025/04/09 17:54:59+00,2260673
-77.3989756,44.1589905,321012689,3839635,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #987,,,,150 Sidney Street,,,Belleville,K8P5E2,2025/04/09 21:36:10+00,2025/04/09 14:42:20+00,2025/04/09 17:54:59+00,2260689
-79.7945163,43.3262171,321011048,S0352,Licensed Retirement Home,,Pearl And Pine Retirement Residence,,,,390 Pearl Street,,,Burlington,L7R0A4,2025/04/09 21:36:49+00,2025/04/09 14:39:14+00,2025/04/09 17:54:59+00,2260705
-79.3536988,43.8456835,321014596,6935392,Pharmacy,Retail Pharmacy,Costco Pharmacy #151,,,,1 York Teck Drive,,,Markham,L6G1A6,2025/04/09 21:35:31+00,2025/04/09 14:45:52+00,2025/04/09 17:54:59+00,2260721
-78.3314179,44.3195923,321015066,7523272,Pharmacy,Retail Pharmacy,The Medicine Shoppe,,,,860 Chemong Road,,,Peterborough,K9H5Z8,2025/04/09 21:34:49+00,2025/04/09 14:46:44+00,2025/04/09 17:54:59+00,2260737
-80.3030469,42.8331257,321011116,S0506,Licensed Retirement Home,,Simcoe Heritage Retirement Home,,,,182 Norfolk Street South,,,Simcoe,N3Y2W4,2025/04/09 21:34:09+00,2025/04/09 14:39:21+00,2025/04/09 17:54:59+00,2260753
-79.4128428,43.7034163,321009341,5285202,Integrated Community Health Services Centre,"Fluoroscopy, Radiography, General Ultrasound",Forest Hill Medical Imaging,,Forest Hill Medical Imaging Inc.,,491 Eglinton Avenue West,Suite 302,,Toronto,M5N1A8,2025/04/09 21:37:21+00,2025/04/09 14:36:07+00,2025/04/09 17:54:59+00,2260769
-79.8278944,43.344253,321012799,4091271,Pharmacy,Retail Pharmacy,Sobeys Pharmacy #7269,,,,1250 Brant Street,,,Burlington,L7P1X8,2025/04/09 21:36:31+00,2025/04/09 14:42:32+00,2025/04/09 17:54:59+00,2260785
-80.2769993,43.5450636,321006626,16967,Mental Health and Addiction Organization,Mental Health Services,Compass Community Services,,,,20 Shelldale Crescent,,Administrative Office,Guelph,N1H1C8,2025/04/09 21:35:57+00,2025/04/09 14:31:10+00,2025/04/09 17:54:59+00,2260801
-79.3165336,43.7765237,321016642,9349190,Pharmacy,Retail Pharmacy,Sheppard Medical Pharmacy,,,,107-3135 Sheppard Avenue East,,,Scarborough,M1T3J7,2025/04/09 21:36:58+00,2025/04/09 14:49:42+00,2025/04/09 17:54:59+00,2260817
-79.3829806,43.6716163,321009803,7641890,Integrated Community Health Services Centre,General Ultrasound,True North Imaging,,1582235 Ontario Limited,,160 Bloor Street East,15th Floor,,Toronto,M4W1B9,2025/04/09 21:37:05+00,2025/04/09 14:36:58+00,2025/04/09 17:54:59+00,2260833
-76.3530315,45.4411655,321009527,599,Community Support Service,,Arnprior Regional Health,,,,350 John Street North,,,Arnprior,K7S2P6,2025/04/09 21:29:59+00,2025/04/09 14:36:27+00,2025/04/09 17:54:59+00,2260849
-82.648673,46.3864762,321013589,54354,Pharmacy,Retail Pharmacy,Freitag's Pharmacy,,,,36 Prince Edward Walk,,,Elliot Lake,P5A1Z8,2025/04/09 21:35:20+00,2025/04/09 14:44:00+00,2025/04/09 17:54:59+00,2260865
-89.2744282,48.3750947,321017967,4632,Long-Term Care Home,NH for-profit,Southbridge Pinewood,,,,2625 Walsh Street East,,,Thunder Bay,P7E2E5,2025/04/09 21:37:59+00,2025/04/09 16:03:49+00,2025/04/09 17:54:59+00,2260881
-76.699352,45.4817461,321010683,N0050,Licensed Retirement Home,,Chartwell Quail Creek Retirement Residence,,,,450 Albert Street,,,Renfrew,K7V4K4,2025/04/09 21:32:59+00,2025/04/09 14:38:33+00,2025/04/09 17:54:59+00,2260897
-79.336355,43.723877,321008114,3730,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,20 Wynford Drive Suite 107,,Practice Address,North York,M3C1J4,2025/04/09 21:30:48+00,2025/04/09 14:33:55+00,2025/04/09 17:54:59+00,2260913
-74.6136905,45.6083615,321010752,N0169,Licensed Retirement Home,,Manoir Mcgill,,,,261 Mcgill Street,,,Hawkesbury,K6A1P9,2025/04/09 21:32:26+00,2025/04/09 14:38:40+00,2025/04/09 17:54:59+00,2260929
-78.713438,46.3110557,321007469,30507,Mental Health and Addiction Organization,Addiction Services And Mental Health Services,Mattawa Hospital,,,,217 Turcotte Park Road,,Administration And Practice Location,Mattawa,P0H1V0,2025/04/09 21:37:16+00,2025/04/09 14:32:44+00,2025/04/09 17:54:59+00,2260945
-79.7080813,44.4130782,321015841,8524590,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1173,,,,509 Bayfield Street,Unit C2,,Barrie,L4M4Z8,2025/04/09 21:30:17+00,2025/04/09 14:48:11+00,2025/04/09 17:54:59+00,2260961
-79.2631686,43.9667805,321015190,7683152,Pharmacy,Retail Pharmacy,Rexall,,,,101-5779 Main Street,,,Stouffville,L4A4R2,2025/04/09 21:35:32+00,2025/04/09 14:46:58+00,2025/04/09 17:54:59+00,2260977
-83.0309617,42.3173634,321009074,4530,Community Support Service,,Citizen Advocacy Windsor-Essex,,,,495 Glengarry Avenue,,,Windsor,N9A1P5,2025/04/09 21:38:06+00,2025/04/09 14:35:39+00,2025/04/09 17:54:59+00,2260993
-78.3173956,44.3039794,321011161,T0006,Licensed Retirement Home,,Princess Gardens Retirement Residence,,,,100 Charlotte Street,,,Peterborough,K9J7L4,2025/04/09 21:33:20+00,2025/04/09 14:39:26+00,2025/04/09 17:54:59+00,2261009
-79.3778933,43.6525757,321006317,1115291,Integrated Community Health Services Centre,"General Ultrasound, Vascular Ultrasound",Metro Central Ultrasound,,1000695826 Ontario Inc.,,27 Queen Street East,Suite 101,,Toronto,M5C2M6,2025/04/09 21:32:04+00,2025/04/09 14:30:28+00,2025/04/09 17:54:59+00,2261025
-77.577566,44.1013118,321007421,3030,Licensed Lab and Specimen Collection Centre,Licensed Specimen Collection Centre Location,Lifelabs,,,,30 King Street East,,Practice Address,Trenton,K8V6B1,2025/04/09 21:32:19+00,2025/04/09 14:32:39+00,2025/04/09 17:54:59+00,2261041
-79.4785905,44.0537886,321016644,9350356,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #981,,,,20 Davis Drive,,,Newmartket,L3Y2M7,2025/04/09 21:30:32+00,2025/04/09 14:49:42+00,2025/04/09 17:54:59+00,2261057
-80.9434514,46.5208726,321013720,5650191,Pharmacy,Retail Pharmacy,Vitaheal Pharmacy,,,,1100 Barrydowne Road,,,Sudbury,P3A3V3,2025/04/09 21:29:37+00,2025/04/09 14:44:14+00,2025/04/09 17:54:59+00,2261073
-81.1144472,46.5511967,321016613,9325713,Pharmacy,Retail Pharmacy,Shannon's Community Pharmacy,,,,3-9 Notre Dame Street East,,,Azilda,P0M1B0,2025/04/09 21:35:14+00,2025/04/09 14:49:38+00,2025/04/09 17:54:59+00,2261089
-79.8735543,43.1989696,321014997,7441878,Pharmacy,Retail Pharmacy,Village Pharmacies,,,,1620 Upper Wentworth Street,,,Hamilton,L9B2W3,2025/04/09 21:37:49+00,2025/04/09 14:46:36+00,2025/04/09 17:54:59+00,2261105
-80.2563819,43.1388799,321016440,9172879,Pharmacy,Retail Pharmacy,Brantford Pharmacy,,,,347 Colborne Street East,,,Brantford,N3S3N2,2025/04/09 21:33:16+00,2025/04/09 14:49:19+00,2025/04/09 17:54:59+00,2261121
-79.9062869,43.651371,321012060,2347874,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #2811,,,,171 Guelph Street,,,Georgetown,L7G4A1,2025/04/09 21:29:50+00,2025/04/09 14:41:09+00,2025/04/09 17:54:59+00,2261137
-79.1998197,45.3366735,321010902,N0558,Licensed Retirement Home,,Rogers Cove Retirement Residence,,,,4 Coveside Drive,,,Huntsville,P1H2J9,2025/04/09 21:32:07+00,2025/04/09 14:38:56+00,2025/04/09 17:54:59+00,2261153
-79.6850825,43.4662845,321016621,9334151,Pharmacy,Retail Pharmacy,Oakville Pharmacy,,,,6C-407 Iroquois Shore Road,,,Oakville,L6H1M3,2025/04/09 21:37:34+00,2025/04/09 14:49:39+00,2025/04/09 17:54:59+00,2261169
-78.316477,43.9564345,321007746,317085,Community Health Centre,Main,Community Health Centre Of Northumberland,,,,99 Toronto Road,Suite 101,,Port Hope,L1A3S4,2025/04/09 21:32:36+00,2025/04/09 14:33:15+00,2025/04/09 17:54:59+00,2261185
-89.2164689,48.4419383,321009867,8076918,Integrated Community Health Services Centre,"Bone Mineral Dxa, Mammography, Radiography, General Ultrasound, Ophthalmic Ultrasound, Vascular Ultrasound",Lusitropic Diagnostics Inc.,,Lusitropic Diagnostics Inc.,,194 North Court Street,,,Thunder Bay,P7A4V7,2025/04/09 21:31:10+00,2025/04/09 14:37:05+00,2025/04/09 17:54:59+00,2261201
-79.3695636,43.6541622,321007486,30592,Mental Health and Addiction Organization,Addiction Services,South Riverdale Community Health Centre,,,,134 Sherbourne Street,,Practice Location,Toronto,M5A1S4,2025/04/09 21:35:01+00,2025/04/09 14:32:46+00,2025/04/09 17:54:59+00,2261217
-79.2861556,43.6965909,321011538,1187913,Pharmacy,Retail Pharmacy,Discount Plus Pharmacy,,,,10 Teesdale Place,,,Scarborough,M1L1K9,2025/04/09 21:34:26+00,2025/04/09 14:40:10+00,2025/04/09 17:54:59+00,2261233
